date,time,light,other
05-05-2024,00:55:33:996377,0.13236699013863207,0.2511153546023619
05-05-2024,00:55:34:362,0.3815280620939234,0.1951187542773708
05-05-2024,00:55:34:3234,0.8182747914393916,0.36740425307713553
05-05-2024,00:55:34:6304,0.7775504172157824,0.8711991449089305
05-05-2024,00:55:34:9400,0.2276013983543942,0.037217119499612705
05-05-2024,00:55:34:9400,0.835362920683343,0.4561516452367903
05-05-2024,00:55:34:15026,0.38875459433987425,0.4787160014267977
05-05-2024,00:55:34:16483,0.3446953757611757,0.04477191974850825
05-05-2024,00:55:34:18488,0.8719892560634225,0.7606049140990324
05-05-2024,00:55:34:20073,0.9472386463809095,0.015890611301503044
05-05-2024,00:55:34:22611,0.9219276597598598,0.5268485288556747
05-05-2024,00:55:34:23461,0.00753473540532279,0.9077198663422296
05-05-2024,00:55:34:24939,0.053770776079262284,0.7399292633482176
05-05-2024,00:55:34:26314,0.09420599047060618,0.6036353048153713
05-05-2024,00:55:34:27693,0.5106642410426321,0.8561328665409506
05-05-2024,00:55:34:31354,0.7132192887278053,0.6770857595071231
05-05-2024,00:55:34:33353,0.6784233395220881,0.10612903143779728
05-05-2024,00:55:34:35353,0.5026577565538548,0.5513260573057678
05-05-2024,00:55:34:37089,0.8201104540017371,0.9379604142128264
05-05-2024,00:55:34:37978,0.41468315553936863,0.995713147827642
05-05-2024,00:55:34:39262,0.1703420237341985,0.294739563947204
05-05-2024,00:55:34:40598,0.2313952344277037,0.4997665941052889
05-05-2024,00:55:34:42016,0.8164757651030309,0.3745570414748204
05-05-2024,00:55:34:43555,0.6278819785430753,0.5718998649076321
05-05-2024,00:55:34:47795,0.04565388727399533,0.9147579678077791
05-05-2024,00:55:34:50610,0.6531698028623535,0.06161200710969861
05-05-2024,00:55:34:52466,0.7495310908363372,0.21645036736011503
05-05-2024,00:55:34:54850,0.22344343826693402,0.5749654821203626
05-05-2024,00:55:34:57159,0.621787902221049,0.04446145649089128
05-05-2024,00:55:34:58407,0.005586002196151241,0.6161162688957812
05-05-2024,00:55:34:60887,0.08852504945828488,0.5391563465357792
05-05-2024,00:55:34:63928,0.8374078402095042,0.6865008472529388
05-05-2024,00:55:34:63928,0.8082322680631335,0.41660488531848794
05-05-2024,00:55:34:68861,0.1262406674713077,0.1471644079796699
05-05-2024,00:55:34:71016,0.8008991597439271,0.9048717475538037
05-05-2024,00:55:34:72593,0.4112691248465229,0.632746686322428
05-05-2024,00:55:34:75980,0.23335043847165937,0.46976083674504576
05-05-2024,00:55:34:78305,0.8125830459912038,0.9800383845060346
05-05-2024,00:55:34:80379,0.603733426273484,0.9078798284292848
05-05-2024,00:55:34:82460,0.7057797724407484,0.24678600342337453
05-05-2024,00:55:34:84013,0.6811623034452993,0.7148658860011162
05-05-2024,00:55:34:85965,0.5309652960434468,0.462855597949974
05-05-2024,00:55:34:87776,0.2926591518380103,0.8412084053085432
05-05-2024,00:55:34:88720,0.8588855640559334,0.9756255719134134
05-05-2024,00:55:34:90240,0.5848625274545701,0.8138048843297447
05-05-2024,00:55:34:91755,0.8308080662144601,0.13854541128735443
05-05-2024,00:55:34:93391,0.7833196807902411,0.0774568231461642
05-05-2024,00:55:34:93391,0.9071766434491478,0.310750316929865
05-05-2024,00:55:34:93391,0.7319289575630541,0.9598941364250143
05-05-2024,00:55:34:93391,0.5711518599885917,0.3026152523181157
05-05-2024,00:55:34:93391,0.5394688939570544,0.14502441753012185
05-05-2024,00:55:34:109143,0.890034178973524,0.5770773368507951
05-05-2024,00:55:34:109143,0.18871284044698033,0.1719317431550873
05-05-2024,00:55:34:109143,0.10565273380894502,0.14320348686739937
05-05-2024,00:55:34:109143,0.878521943636476,0.5034929902729322
05-05-2024,00:55:34:109143,0.07007491735806337,0.09887734163935169
05-05-2024,00:55:34:124996,0.5575625502373199,0.019177503687268005
05-05-2024,00:55:34:124996,0.8023586435564997,0.8563428670579462
05-05-2024,00:55:34:131461,0.7922260506175423,0.7402544112968555
05-05-2024,00:55:34:131461,0.000869452687471628,0.5192785387042463
05-05-2024,00:55:34:131461,0.24899401167767954,0.8526956207515058
05-05-2024,00:55:34:131461,0.19143679399282987,0.8117468131054453
05-05-2024,00:55:34:131461,0.358851613985657,0.31323181719014814
05-05-2024,00:55:34:131461,0.18664475259125413,0.36497704865966396
05-05-2024,00:55:34:147853,0.7602791570061243,0.45966878582815396
05-05-2024,00:55:34:149366,0.3886956791840537,0.7913562368597323
05-05-2024,00:55:34:151175,0.6345766843723126,0.4783083974969027
05-05-2024,00:55:34:153250,0.6900955464140944,0.1863912939629796
05-05-2024,00:55:34:153250,0.6004553121783264,0.90756537713534
05-05-2024,00:55:34:153250,0.728884673030202,0.5776370532304118
05-05-2024,00:55:34:153250,0.9625310151918489,0.5454355695544525
05-05-2024,00:55:34:153250,0.2298658376804118,0.1378741458729943
05-05-2024,00:55:34:153250,0.2922410283016603,0.42231500870005967
05-05-2024,00:55:34:153250,0.4103156565811398,0.7554674085220667
05-05-2024,00:55:34:153250,0.7748057242662294,0.4896507398427664
05-05-2024,00:55:34:153250,0.924938874499983,0.1650307138279291
05-05-2024,00:55:34:168648,0.5286091424161004,0.34615916503939637
05-05-2024,00:55:34:169464,0.8915937149016953,0.17901085524106997
05-05-2024,00:55:34:169464,0.2965401706908748,0.8214835845388451
05-05-2024,00:55:34:169464,0.715878187731142,0.569081204345309
05-05-2024,00:55:34:169464,0.15111535552558875,0.015234302343377637
05-05-2024,00:55:34:169464,0.7470565657674416,0.899937757944523
05-05-2024,00:55:34:179269,0.031496386864810155,0.3055173549282617
05-05-2024,00:55:34:179269,0.7859309791020683,0.051463552514302235
05-05-2024,00:55:34:179269,0.25406407408575193,0.28443742022760354
05-05-2024,00:55:34:179269,0.7837917972019133,0.3832345774623641
05-05-2024,00:55:34:185852,0.21038975214462108,0.09615886806980078
05-05-2024,00:55:34:187958,0.39112530108162624,0.7534857337843789
05-05-2024,00:55:34:187958,0.002132692125661806,0.08849977922636665
05-05-2024,00:55:34:187958,0.784401587843242,0.6021653723491545
05-05-2024,00:55:34:187958,0.012927449908751165,0.09481297385205067
05-05-2024,00:55:34:187958,0.5749982991649825,0.46142385213737525
05-05-2024,00:55:34:196088,0.020107058114498644,0.855041638896702
05-05-2024,00:55:34:198891,0.3904526249641235,0.4807523768168831
05-05-2024,00:55:34:198891,0.8266561568372494,0.4914472549834962
05-05-2024,00:55:34:198891,0.8092443807213507,0.18829413459679945
05-05-2024,00:55:34:198891,0.2904187808056733,0.7455860948131725
05-05-2024,00:55:34:205108,0.8802540702318318,0.5027336348292918
05-05-2024,00:55:34:206859,0.5806772470404311,0.30545735377630456
05-05-2024,00:55:34:208408,0.8447779217871252,0.1238357231176509
05-05-2024,00:55:34:208408,0.7672384153299846,0.42595857032462203
05-05-2024,00:55:34:208408,0.45533910533584665,0.38268817417926937
05-05-2024,00:55:34:208408,0.7118473123545113,0.8984649130747714
05-05-2024,00:55:34:216537,0.14343433067802025,0.7664611182740093
05-05-2024,00:55:34:216537,0.2916982674893789,0.19560306012138673
05-05-2024,00:55:34:219519,0.7725878647651453,0.7691750643247314
05-05-2024,00:55:34:219519,0.020035250631094792,0.09936369482660257
05-05-2024,00:55:34:219519,0.10908414522190135,0.5963020886132901
05-05-2024,00:55:34:219519,0.9280616373002922,0.7303184245180059
05-05-2024,00:55:34:227398,0.022065118471787604,0.8514336076444351
05-05-2024,00:55:34:228906,0.3025360198889535,0.8373609887351908
05-05-2024,00:55:34:229608,0.38452652731690384,0.4293005061208831
05-05-2024,00:55:34:229608,0.16552901563410582,0.7714598635742127
05-05-2024,00:55:34:234224,0.8353926452022646,0.2297188473045202
05-05-2024,00:55:34:236117,0.35059271270140646,0.9156481997582196
05-05-2024,00:55:34:237790,0.9655261798238688,0.5568261999441245
05-05-2024,00:55:34:239908,0.44551473035591327,0.7872689223571769
05-05-2024,00:55:34:239908,0.15209191481787154,0.4808756362388321
05-05-2024,00:55:34:239908,0.3553713954817903,0.6393061359864053
05-05-2024,00:55:34:239908,0.1573092866877709,0.7536377860691471
05-05-2024,00:55:34:248174,0.17132635001327634,0.24467418167493038
05-05-2024,00:55:34:250238,0.4495403280357666,0.15422424115243316
05-05-2024,00:55:34:250403,0.9204994690136447,0.11167554925968848
05-05-2024,00:55:34:250403,0.21518808812595847,0.09406856446499612
05-05-2024,00:55:34:250403,0.0030700636012110927,0.2846742369750689
05-05-2024,00:55:34:250403,0.3534443658956491,0.5704194198320904
05-05-2024,00:55:34:258434,0.35217641695194535,0.07842046845160977
05-05-2024,00:55:34:260508,0.6966349658742463,0.8417283838607305
05-05-2024,00:55:34:260508,0.8297577553953075,0.5070674850508526
05-05-2024,00:55:34:264611,0.37056028581657086,0.1268366188296307
05-05-2024,00:55:34:266673,0.7327337767203272,0.4087002694590387
05-05-2024,00:55:34:268805,0.5247617050006623,0.10168176944993679
05-05-2024,00:55:34:270923,0.9440787451780709,0.7112632989872917
05-05-2024,00:55:34:270923,0.9119743578800863,0.46391114742850237
05-05-2024,00:55:34:270923,0.48190487527745096,0.2506224638743396
05-05-2024,00:55:34:270923,0.47185856237313684,0.6568180225647496
05-05-2024,00:55:34:279051,0.4523478330917674,0.45420012585231817
05-05-2024,00:55:34:281431,0.805312942518008,0.5157803531147752
05-05-2024,00:55:34:282258,0.16096585196647661,0.4076208080118343
05-05-2024,00:55:34:282258,0.7795213489404513,0.6780124457327624
05-05-2024,00:55:34:282258,0.18899941137300247,0.5188895198767478
05-05-2024,00:55:34:288847,0.889356333714061,0.3541109735889528
05-05-2024,00:55:34:290946,0.7532219723853715,0.7770343587090518
05-05-2024,00:55:34:290946,0.21032171745834582,0.10107061986178556
05-05-2024,00:55:34:290946,0.4741568719498097,0.7693081590150446
